"partyname_1","origname_1","cmp_id_1","rile_1","lrgen_1","cses_lr_1","cses_expert_1","tev_lr_1","country_1","electionyear_1","partyname_2","origname_2","cmp_id_2","rile_2","lrgen_2","cses_lr_2","cses_expert_2","tev_lr_2","country_2","electionyear_2","switch","rpartyname_1","rpartyname_2","rorigname_1","rorigname_2","rcountry_1","rcountry_2"
"Socialist Party","Parti Socialiste",31320,-39.2,NA,NA,NA,NA,"France",1978,"Centre Party","Centerpartiet",11810,-8.1,NA,NA,NA,0.617129075869313,"Sweden",1979,0,"Socialist Party","Centre Party","Parti Socialiste","Centerpartiet","France","Sweden"
"Socialist Party","Parti Socialiste",31320,-39.2,NA,NA,NA,NA,"France",1978,"People’s Party","Liberalerna",11420,-15.2,NA,NA,NA,0.600402744022579,"Sweden",1979,0,"Socialist Party","People’s Party","Parti Socialiste","Liberalerna","France","Sweden"
"Socialist Party","Parti Socialiste",31320,-39.2,NA,NA,NA,NA,"France",1978,"Moderate Coalition Party","Moderata Samlingspartiet",11620,23.1,NA,NA,NA,0.884121890271676,"Sweden",1979,1,"Moderate Coalition Party","Socialist Party","Moderata Samlingspartiet","Parti Socialiste","Sweden","France"
"Socialist Party","Parti Socialiste",31320,-39.2,NA,NA,NA,NA,"France",1978,"Social Democratic Labour Party","Socialdemokratiska Arbetareparti",11320,-15.3,NA,NA,NA,0.288046536143052,"Sweden",1979,0,"Socialist Party","Social Democratic Labour Party","Parti Socialiste","Socialdemokratiska Arbetareparti","France","Sweden"
"Socialist Party","Parti Socialiste",31320,-39.2,NA,NA,NA,NA,"France",1978,"Left Communists Party","Vänsterpartiet",11220,-47.3,NA,NA,NA,0.0965503425936214,"Sweden",1979,1,"Left Communists Party","Socialist Party","Vänsterpartiet","Parti Socialiste","Sweden","France"
"Socialist Party","Parti Socialiste",31320,-39.2,NA,NA,NA,NA,"France",1978,"Christian Democratic People’s Party of Switzerland","Christlichdemokratische Volkspartei der Schweiz/Parti démocrate-chrétien suisse",43520,-2.413,NA,NA,NA,NA,"Switzerland",1979,1,"Christian Democratic People’s Party of Switzerland","Socialist Party","Christlichdemokratische Volkspartei der Schweiz/Parti démocrate-chrétien suisse","Parti Socialiste","Switzerland","France"
"Socialist Party","Parti Socialiste",31320,-39.2,NA,NA,NA,NA,"France",1978,"Protestant People’s Party of Switzerland","Evangelische Volkspartei der Schweiz/Parti Evangélique Suisse",43530,-2.869,NA,NA,NA,NA,"Switzerland",1979,0,"Socialist Party","Protestant People’s Party of Switzerland","Parti Socialiste","Evangelische Volkspartei der Schweiz/Parti Evangélique Suisse","France","Switzerland"
"Socialist Party","Parti Socialiste",31320,-39.2,NA,NA,NA,NA,"France",1978,"Radical Democratic Party","FDP.Die Liberalen/PLR.Les Libéraux-Radicaux",43420,10.446,NA,NA,NA,NA,"Switzerland",1979,0,"Socialist Party","Radical Democratic Party","Parti Socialiste","FDP.Die Liberalen/PLR.Les Libéraux-Radicaux","France","Switzerland"
"Socialist Party","Parti Socialiste",31320,-39.2,NA,NA,NA,NA,"France",1978,"Greens","Grüne Partei der Schweiz/Parti écologiste suisse",43110,-39.706,NA,NA,NA,NA,"Switzerland",1979,0,"Socialist Party","Greens","Parti Socialiste","Grüne Partei der Schweiz/Parti écologiste suisse","France","Switzerland"
"Socialist Party","Parti Socialiste",31320,-39.2,NA,NA,NA,NA,"France",1978,"Independents’ Alliance","Landesring der Unabhängigen/Alliance des Indépendants",43321,-5.385,NA,NA,NA,NA,"Switzerland",1979,1,"Independents’ Alliance","Socialist Party","Landesring der Unabhängigen/Alliance des Indépendants","Parti Socialiste","Switzerland","France"
"Socialist Party","Parti Socialiste",31320,-39.2,NA,NA,NA,NA,"France",1978,"National Action for People and Fatherland","Schweizer Demokraten/Démocrates suisses",43710,18.908,NA,NA,NA,NA,"Switzerland",1979,0,"Socialist Party","National Action for People and Fatherland","Parti Socialiste","Schweizer Demokraten/Démocrates suisses","France","Switzerland"
"Socialist Party","Parti Socialiste",31320,-39.2,NA,NA,NA,NA,"France",1978,"Swiss People’s Party","Schweizerische Volkspartei/Union démocratique du centre",43810,3.595,NA,NA,NA,NA,"Switzerland",1979,0,"Socialist Party","Swiss People’s Party","Parti Socialiste","Schweizerische Volkspartei/Union démocratique du centre","France","Switzerland"
"Socialist Party","Parti Socialiste",31320,-39.2,NA,NA,NA,NA,"France",1978,"Social Democratic Party of Switzerland","Sozialdemokratische Partei der Schweiz/Parti socialiste suisse",43320,-18.656,NA,NA,NA,NA,"Switzerland",1979,1,"Social Democratic Party of Switzerland","Socialist Party","Sozialdemokratische Partei der Schweiz/Parti socialiste suisse","Parti Socialiste","Switzerland","France"
"Socialist Party","Parti Socialiste",31320,-39.2,NA,NA,NA,NA,"France",1978,"Conservative Party","Conservative Party",51620,24.4,NA,NA,NA,NA,"United Kingdom",1979,1,"Conservative Party","Socialist Party","Conservative Party","Parti Socialiste","United Kingdom","France"
"Socialist Party","Parti Socialiste",31320,-39.2,NA,NA,NA,NA,"France",1978,"Labour Party","Labour Party",51320,-26.6,NA,NA,NA,NA,"United Kingdom",1979,1,"Labour Party","Socialist Party","Labour Party","Parti Socialiste","United Kingdom","France"
"Socialist Party","Parti Socialiste",31320,-39.2,NA,NA,NA,NA,"France",1978,"Liberal Party","Liberal Party",51420,-18.9,NA,NA,NA,NA,"United Kingdom",1979,0,"Socialist Party","Liberal Party","Parti Socialiste","Liberal Party","France","United Kingdom"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Rally for the Republic - Gaullists","Union de la Nouvelle Majorite - Gaullists/Conservatives",31621,19.1,NA,NA,NA,NA,"France",1978,0,"National Centre of Independents and Peasants - Conservatives","Rally for the Republic - Gaullists","Union de la Nouvelle Majorite - Conservatives/Gaullists","Union de la Nouvelle Majorite - Gaullists/Conservatives","France","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Christian Democratic Union/Christian Social Union","Christlich-Demokratische Union/Christlich-Soziale Union",41521,14.525,NA,NA,NA,0.740349344978166,"Germany",1976,0,"National Centre of Independents and Peasants - Conservatives","Christian Democratic Union/Christian Social Union","Union de la Nouvelle Majorite - Conservatives/Gaullists","Christlich-Demokratische Union/Christlich-Soziale Union","France","Germany"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Free Democratic Party","Freie Demokratische Partei",41420,-5.532,NA,NA,NA,0.40498687664042,"Germany",1976,0,"National Centre of Independents and Peasants - Conservatives","Free Democratic Party","Union de la Nouvelle Majorite - Conservatives/Gaullists","Freie Demokratische Partei","France","Germany"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Social Democratic Party of Germany","Sozialdemokratische Partei Deutschlands",41320,-20.792,NA,NA,NA,0.235196506550218,"Germany",1976,1,"Social Democratic Party of Germany","National Centre of Independents and Peasants - Conservatives","Sozialdemokratische Partei Deutschlands","Union de la Nouvelle Majorite - Conservatives/Gaullists","Germany","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Union of the Democratic Centre","Enosi Dimokratikou Kentrou",34510,-16.333,NA,NA,NA,NA,"Greece",1977,1,"Union of the Democratic Centre","National Centre of Independents and Peasants - Conservatives","Enosi Dimokratikou Kentrou","Union de la Nouvelle Majorite - Conservatives/Gaullists","Greece","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"National Alignment","Ethniki Parataxis",34610,12.281,NA,NA,NA,NA,"Greece",1977,0,"National Centre of Independents and Peasants - Conservatives","National Alignment","Union de la Nouvelle Majorite - Conservatives/Gaullists","Ethniki Parataxis","France","Greece"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Communist Party of Greece","Kommounistiko Komma Elladas",34210,-15.244,NA,NA,NA,NA,"Greece",1977,1,"Communist Party of Greece","National Centre of Independents and Peasants - Conservatives","Kommounistiko Komma Elladas","Union de la Nouvelle Majorite - Conservatives/Gaullists","Greece","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"New Democracy","Nea Dimokratia",34511,32.298,NA,NA,NA,NA,"Greece",1977,0,"National Centre of Independents and Peasants - Conservatives","New Democracy","Union de la Nouvelle Majorite - Conservatives/Gaullists","Nea Dimokratia","France","Greece"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Panhellenic Socialist Movement","Panellinio Socialistiko Kinima",34313,-27.182,NA,NA,NA,NA,"Greece",1977,0,"National Centre of Independents and Peasants - Conservatives","Panhellenic Socialist Movement","Union de la Nouvelle Majorite - Conservatives/Gaullists","Panellinio Socialistiko Kinima","France","Greece"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"People’s Alliance","Alþýðubandalagið",15220,9.05,NA,NA,NA,NA,"Iceland",1979,0,"National Centre of Independents and Peasants - Conservatives","People’s Alliance","Union de la Nouvelle Majorite - Conservatives/Gaullists","Alþýðubandalagið","France","Iceland"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Social Democratic Party","Alþýðuflokkurinn",15320,-6.2,NA,NA,NA,NA,"Iceland",1979,0,"National Centre of Independents and Peasants - Conservatives","Social Democratic Party","Union de la Nouvelle Majorite - Conservatives/Gaullists","Alþýðuflokkurinn","France","Iceland"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Progressive Party","Framsóknarflokkurinn",15810,8.45,NA,NA,NA,NA,"Iceland",1979,0,"National Centre of Independents and Peasants - Conservatives","Progressive Party","Union de la Nouvelle Majorite - Conservatives/Gaullists","Framsóknarflokkurinn","France","Iceland"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Independence Party","Sjálfstæðisflokkurinn",15620,-5.6,NA,NA,NA,NA,"Iceland",1979,0,"National Centre of Independents and Peasants - Conservatives","Independence Party","Union de la Nouvelle Majorite - Conservatives/Gaullists","Sjálfstæðisflokkurinn","France","Iceland"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Soldiers of Destiny","Fianna Fáil",53620,-4.2,NA,NA,NA,NA,"Ireland",1977,1,"Soldiers of Destiny","National Centre of Independents and Peasants - Conservatives","Fianna Fáil","Union de la Nouvelle Majorite - Conservatives/Gaullists","Ireland","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Family of the Irish","Fine Gael",53520,-16,NA,NA,NA,NA,"Ireland",1977,1,"Family of the Irish","National Centre of Independents and Peasants - Conservatives","Fine Gael","Union de la Nouvelle Majorite - Conservatives/Gaullists","Ireland","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Labour Party","Páirti Lucht Oibre",53320,-16,NA,NA,NA,NA,"Ireland",1977,0,"National Centre of Independents and Peasants - Conservatives","Labour Party","Union de la Nouvelle Majorite - Conservatives/Gaullists","Páirti Lucht Oibre","France","Ireland"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Italian Social Movement-National Right","Alleanza Nazionale",32710,4.651,NA,NA,NA,NA,"Italy",1979,0,"National Centre of Independents and Peasants - Conservatives","Italian Social Movement-National Right","Union de la Nouvelle Majorite - Conservatives/Gaullists","Alleanza Nazionale","France","Italy"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Italian Communist Party","Democratici di Sinistra",32220,-16.667,NA,NA,NA,NA,"Italy",1979,0,"National Centre of Independents and Peasants - Conservatives","Italian Communist Party","Union de la Nouvelle Majorite - Conservatives/Gaullists","Democratici di Sinistra","France","Italy"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Radical Party","Lista Pannella-Sgarbi",32310,32.624,NA,NA,NA,NA,"Italy",1979,1,"Radical Party","National Centre of Independents and Peasants - Conservatives","Lista Pannella-Sgarbi","Union de la Nouvelle Majorite - Conservatives/Gaullists","Italy","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Italian Liberal Party","Partito Liberale Italiano",32420,-5.03,NA,NA,NA,NA,"Italy",1979,1,"Italian Liberal Party","National Centre of Independents and Peasants - Conservatives","Partito Liberale Italiano","Union de la Nouvelle Majorite - Conservatives/Gaullists","Italy","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Christian Democrats","Partito Popolare Italiano",32520,-6.294,NA,NA,NA,NA,"Italy",1979,1,"Christian Democrats","National Centre of Independents and Peasants - Conservatives","Partito Popolare Italiano","Union de la Nouvelle Majorite - Conservatives/Gaullists","Italy","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Italian Republican Party","Partito Repubblicano Italiano",32410,-2.778,NA,NA,NA,NA,"Italy",1979,1,"Italian Republican Party","National Centre of Independents and Peasants - Conservatives","Partito Repubblicano Italiano","Union de la Nouvelle Majorite - Conservatives/Gaullists","Italy","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Italian Democratic Socialist Party","Partito Socialista Democratico Italiano",32330,2.491,NA,NA,NA,NA,"Italy",1979,0,"National Centre of Independents and Peasants - Conservatives","Italian Democratic Socialist Party","Union de la Nouvelle Majorite - Conservatives/Gaullists","Partito Socialista Democratico Italiano","France","Italy"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Italian Socialist Party","Partito Socialista Italiano",32320,-11.187,NA,NA,NA,NA,"Italy",1979,1,"Italian Socialist Party","National Centre of Independents and Peasants - Conservatives","Partito Socialista Italiano","Union de la Nouvelle Majorite - Conservatives/Gaullists","Italy","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Proletarian Unity Party for Communism (The Manifesto + Proletarian Unity Party)","Partito di Unità Proletaria per il Comunismo (Il Manifesto + Partito di Unità Proletaria)",32210,-14.318,NA,NA,NA,NA,"Italy",1979,0,"National Centre of Independents and Peasants - Conservatives","Proletarian Unity Party for Communism (The Manifesto + Proletarian Unity Party)","Union de la Nouvelle Majorite - Conservatives/Gaullists","Partito di Unità Proletaria per il Comunismo (Il Manifesto + Partito di Unità Proletaria)","France","Italy"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Christian Social People’s Party","Chrëschtlech Sozial Vollekspartei/Parti Chrétien Social",23520,-9.76,NA,NA,NA,NA,"Luxembourg",1979,1,"Christian Social People’s Party","National Centre of Independents and Peasants - Conservatives","Chrëschtlech Sozial Vollekspartei/Parti Chrétien Social","Union de la Nouvelle Majorite - Conservatives/Gaullists","Luxembourg","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Democratic Party","Demokratesch Partei/Parti Démocratique",23420,-15.048,NA,NA,NA,NA,"Luxembourg",1979,1,"Democratic Party","National Centre of Independents and Peasants - Conservatives","Demokratesch Partei/Parti Démocratique","Union de la Nouvelle Majorite - Conservatives/Gaullists","Luxembourg","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Communist Party of Luxembourg","Kommunistesch Partei vu Lëtzebuerg/Parti Communiste Luxembourgeois",23220,-74.3,NA,NA,NA,NA,"Luxembourg",1979,1,"Communist Party of Luxembourg","National Centre of Independents and Peasants - Conservatives","Kommunistesch Partei vu Lëtzebuerg/Parti Communiste Luxembourgeois","Union de la Nouvelle Majorite - Conservatives/Gaullists","Luxembourg","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Socialist Workers’ Party of Luxembourg","Lëtzebuerger Sozialistesch Arbechterpartei/Parti Ouvrier Socialiste Luxembourgeois",23320,-27.586,NA,NA,NA,NA,"Luxembourg",1979,1,"Socialist Workers’ Party of Luxembourg","National Centre of Independents and Peasants - Conservatives","Lëtzebuerger Sozialistesch Arbechterpartei/Parti Ouvrier Socialiste Luxembourgeois","Union de la Nouvelle Majorite - Conservatives/Gaullists","Luxembourg","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Christian Democratic Appeal","Christen-Democratisch Appèl",22521,-11.6,NA,NA,NA,NA,"Netherlands",1977,0,"National Centre of Independents and Peasants - Conservatives","Christian Democratic Appeal","Union de la Nouvelle Majorite - Conservatives/Gaullists","Christen-Democratisch Appèl","France","Netherlands"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Democrats‘66","Democraten‘66",22330,-26.6,NA,NA,NA,NA,"Netherlands",1977,1,"Democrats‘66","National Centre of Independents and Peasants - Conservatives","Democraten‘66","Union de la Nouvelle Majorite - Conservatives/Gaullists","Netherlands","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Democratic Socialists‘70","Democratisch Socialisten‘70",22524,-13.6,NA,NA,NA,NA,"Netherlands",1977,1,"Democratic Socialists‘70","National Centre of Independents and Peasants - Conservatives","Democratisch Socialisten‘70","Union de la Nouvelle Majorite - Conservatives/Gaullists","Netherlands","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Labour Party","Partij van de Arbeid",22320,-45.6,NA,NA,NA,NA,"Netherlands",1977,1,"Labour Party","National Centre of Independents and Peasants - Conservatives","Partij van de Arbeid","Union de la Nouvelle Majorite - Conservatives/Gaullists","Netherlands","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Radical Political Party","Politieke Partij Radicalen",22310,-42.4,NA,NA,NA,NA,"Netherlands",1977,0,"National Centre of Independents and Peasants - Conservatives","Radical Political Party","Union de la Nouvelle Majorite - Conservatives/Gaullists","Politieke Partij Radicalen","France","Netherlands"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"People’s Party for Freedom and Democracy","Volkspartij voor Vrijheid en Democratie",22420,13.4,NA,NA,NA,NA,"Netherlands",1977,0,"National Centre of Independents and Peasants - Conservatives","People’s Party for Freedom and Democracy","Union de la Nouvelle Majorite - Conservatives/Gaullists","Volkspartij voor Vrijheid en Democratie","France","Netherlands"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Norwegian Labour Party","Arbeiderpartiet",12320,-31.6,NA,NA,NA,0.389771048744461,"Norway",1977,0,"National Centre of Independents and Peasants - Conservatives","Norwegian Labour Party","Union de la Nouvelle Majorite - Conservatives/Gaullists","Arbeiderpartiet","France","Norway"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Progress Party","Fremskrittspartiet",12951,21.8,NA,NA,NA,NA,"Norway",1977,1,"Progress Party","National Centre of Independents and Peasants - Conservatives","Fremskrittspartiet","Union de la Nouvelle Majorite - Conservatives/Gaullists","Norway","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Conservative Party","Høyre",12620,-10.2,NA,NA,NA,0.816138540899042,"Norway",1977,0,"National Centre of Independents and Peasants - Conservatives","Conservative Party","Union de la Nouvelle Majorite - Conservatives/Gaullists","Høyre","France","Norway"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Christian People’s Party","Kristelig Folkeparti",12520,-5.3,NA,NA,NA,0.697338830584708,"Norway",1977,0,"National Centre of Independents and Peasants - Conservatives","Christian People’s Party","Union de la Nouvelle Majorite - Conservatives/Gaullists","Kristelig Folkeparti","France","Norway"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Centre Party","Senterpartiet",12810,-18.7,NA,NA,NA,0.591410928143712,"Norway",1977,1,"Centre Party","National Centre of Independents and Peasants - Conservatives","Senterpartiet","Union de la Nouvelle Majorite - Conservatives/Gaullists","Norway","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Socialist Left Party","Sosialistisk Venstreparti",12221,-37.1,NA,NA,NA,0.187921348314607,"Norway",1977,0,"National Centre of Independents and Peasants - Conservatives","Socialist Left Party","Union de la Nouvelle Majorite - Conservatives/Gaullists","Sosialistisk Venstreparti","France","Norway"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Liberal Party","Venstre",12420,-22.1,NA,NA,NA,0.512063069908815,"Norway",1977,0,"National Centre of Independents and Peasants - Conservatives","Liberal Party","Union de la Nouvelle Majorite - Conservatives/Gaullists","Venstre","France","Norway"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Social Democratic Center Party","Centro Democrático Social-Partido Popular",35520,9.42,NA,NA,NA,NA,"Portugal",1979,1,"Social Democratic Center Party","National Centre of Independents and Peasants - Conservatives","Centro Democrático Social-Partido Popular","Union de la Nouvelle Majorite - Conservatives/Gaullists","Portugal","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Popular Democratic Movement","Movimento Democrático Português",35310,6.557,NA,NA,NA,NA,"Portugal",1979,0,"National Centre of Independents and Peasants - Conservatives","Popular Democratic Movement","Union de la Nouvelle Majorite - Conservatives/Gaullists","Movimento Democrático Português","France","Portugal"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Portuguese Communist Party","Partido Comunista Português",35220,6.557,NA,NA,NA,NA,"Portugal",1979,1,"Portuguese Communist Party","National Centre of Independents and Peasants - Conservatives","Partido Comunista Português","Union de la Nouvelle Majorite - Conservatives/Gaullists","Portugal","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Popular Monarchist Party","Partido Popular Monárquico",35710,9.42,NA,NA,NA,NA,"Portugal",1979,0,"National Centre of Independents and Peasants - Conservatives","Popular Monarchist Party","Union de la Nouvelle Majorite - Conservatives/Gaullists","Partido Popular Monárquico","France","Portugal"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Social Democratic Party","Partido Social Democrata",35313,9.42,NA,NA,NA,NA,"Portugal",1979,1,"Social Democratic Party","National Centre of Independents and Peasants - Conservatives","Partido Social Democrata","Union de la Nouvelle Majorite - Conservatives/Gaullists","Portugal","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Socialist Party","Partido Socialista",35311,6.606,NA,NA,NA,NA,"Portugal",1979,1,"Socialist Party","National Centre of Independents and Peasants - Conservatives","Partido Socialista","Union de la Nouvelle Majorite - Conservatives/Gaullists","Portugal","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Popular Democratic Union","União Democrática Popular",35210,-15.172,NA,NA,NA,NA,"Portugal",1979,0,"National Centre of Independents and Peasants - Conservatives","Popular Democratic Union","Union de la Nouvelle Majorite - Conservatives/Gaullists","União Democrática Popular","France","Portugal"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Convergence and Union","Convergència i Unió",33611,8.227,NA,NA,NA,NA,"Spain",1979,1,"Convergence and Union","National Centre of Independents and Peasants - Conservatives","Convergència i Unió","Union de la Nouvelle Majorite - Conservatives/Gaullists","Spain","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Catalan Republican Left","Esquerra Republicana de Catalunya",33905,-22.34,NA,NA,NA,NA,"Spain",1979,0,"National Centre of Independents and Peasants - Conservatives","Catalan Republican Left","Union de la Nouvelle Majorite - Conservatives/Gaullists","Esquerra Republicana de Catalunya","France","Spain"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Basque Left","Euskadiko Ezkerra",33901,-23.499,NA,NA,NA,NA,"Spain",1979,0,"National Centre of Independents and Peasants - Conservatives","Basque Left","Union de la Nouvelle Majorite - Conservatives/Gaullists","Euskadiko Ezkerra","France","Spain"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Communist Party of Spain","Izquierda Unida",33220,-21.053,NA,NA,NA,0.189948238803351,"Spain",1979,1,"Communist Party of Spain","National Centre of Independents and Peasants - Conservatives","Izquierda Unida","Union de la Nouvelle Majorite - Conservatives/Gaullists","Spain","France"
