"partyname_1","origname_1","cmp_id_1","rile_1","lrgen_1","cses_lr_1","cses_expert_1","tev_lr_1","country_1","electionyear_1","partyname_2","origname_2","cmp_id_2","rile_2","lrgen_2","cses_lr_2","cses_expert_2","tev_lr_2","country_2","electionyear_2","switch","rpartyname_1","rpartyname_2","rorigname_1","rorigname_2","rcountry_1","rcountry_2"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Andalusian Party","Partido Andalucista",33906,-22.418,NA,NA,NA,NA,"Spain",1979,1,"Andalusian Party","National Centre of Independents and Peasants - Conservatives","Partido Andalucista","Union de la Nouvelle Majorite - Conservatives/Gaullists","Spain","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Aragonese Regionalist Party","Partido Aragonés",33904,-14.879,NA,NA,NA,NA,"Spain",1979,1,"Aragonese Regionalist Party","National Centre of Independents and Peasants - Conservatives","Partido Aragonés","Union de la Nouvelle Majorite - Conservatives/Gaullists","Spain","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Basque Nationalist Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea",33902,-25.547,NA,NA,NA,NA,"Spain",1979,1,"Basque Nationalist Party","National Centre of Independents and Peasants - Conservatives","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea","Union de la Nouvelle Majorite - Conservatives/Gaullists","Spain","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Popular Alliance","Partido Popular",33610,12.069,NA,NA,NA,NA,"Spain",1979,0,"National Centre of Independents and Peasants - Conservatives","Popular Alliance","Union de la Nouvelle Majorite - Conservatives/Gaullists","Partido Popular","France","Spain"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Spanish Socialist Workers’ Party","Partido Socialista Obrero Español",33320,-10.691,NA,NA,NA,0.337956557071006,"Spain",1979,0,"National Centre of Independents and Peasants - Conservatives","Spanish Socialist Workers’ Party","Union de la Nouvelle Majorite - Conservatives/Gaullists","Partido Socialista Obrero Español","France","Spain"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Union of the Democratic Centre/Centrist Bloc","Unión de Centro Democrático",33430,0.468,NA,NA,NA,0.622059050517078,"Spain",1979,0,"National Centre of Independents and Peasants - Conservatives","Union of the Democratic Centre/Centrist Bloc","Union de la Nouvelle Majorite - Conservatives/Gaullists","Unión de Centro Democrático","France","Spain"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Centre Party","Centerpartiet",11810,-8.1,NA,NA,NA,0.617129075869313,"Sweden",1979,0,"National Centre of Independents and Peasants - Conservatives","Centre Party","Union de la Nouvelle Majorite - Conservatives/Gaullists","Centerpartiet","France","Sweden"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"People’s Party","Liberalerna",11420,-15.2,NA,NA,NA,0.600402744022579,"Sweden",1979,1,"People’s Party","National Centre of Independents and Peasants - Conservatives","Liberalerna","Union de la Nouvelle Majorite - Conservatives/Gaullists","Sweden","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Moderate Coalition Party","Moderata Samlingspartiet",11620,23.1,NA,NA,NA,0.884121890271676,"Sweden",1979,0,"National Centre of Independents and Peasants - Conservatives","Moderate Coalition Party","Union de la Nouvelle Majorite - Conservatives/Gaullists","Moderata Samlingspartiet","France","Sweden"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Social Democratic Labour Party","Socialdemokratiska Arbetareparti",11320,-15.3,NA,NA,NA,0.288046536143052,"Sweden",1979,1,"Social Democratic Labour Party","National Centre of Independents and Peasants - Conservatives","Socialdemokratiska Arbetareparti","Union de la Nouvelle Majorite - Conservatives/Gaullists","Sweden","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Left Communists Party","Vänsterpartiet",11220,-47.3,NA,NA,NA,0.0965503425936214,"Sweden",1979,1,"Left Communists Party","National Centre of Independents and Peasants - Conservatives","Vänsterpartiet","Union de la Nouvelle Majorite - Conservatives/Gaullists","Sweden","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Christian Democratic People’s Party of Switzerland","Christlichdemokratische Volkspartei der Schweiz/Parti démocrate-chrétien suisse",43520,-2.413,NA,NA,NA,NA,"Switzerland",1979,1,"Christian Democratic People’s Party of Switzerland","National Centre of Independents and Peasants - Conservatives","Christlichdemokratische Volkspartei der Schweiz/Parti démocrate-chrétien suisse","Union de la Nouvelle Majorite - Conservatives/Gaullists","Switzerland","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Protestant People’s Party of Switzerland","Evangelische Volkspartei der Schweiz/Parti Evangélique Suisse",43530,-2.869,NA,NA,NA,NA,"Switzerland",1979,0,"National Centre of Independents and Peasants - Conservatives","Protestant People’s Party of Switzerland","Union de la Nouvelle Majorite - Conservatives/Gaullists","Evangelische Volkspartei der Schweiz/Parti Evangélique Suisse","France","Switzerland"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Radical Democratic Party","FDP.Die Liberalen/PLR.Les Libéraux-Radicaux",43420,10.446,NA,NA,NA,NA,"Switzerland",1979,1,"Radical Democratic Party","National Centre of Independents and Peasants - Conservatives","FDP.Die Liberalen/PLR.Les Libéraux-Radicaux","Union de la Nouvelle Majorite - Conservatives/Gaullists","Switzerland","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Greens","Grüne Partei der Schweiz/Parti écologiste suisse",43110,-39.706,NA,NA,NA,NA,"Switzerland",1979,1,"Greens","National Centre of Independents and Peasants - Conservatives","Grüne Partei der Schweiz/Parti écologiste suisse","Union de la Nouvelle Majorite - Conservatives/Gaullists","Switzerland","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Independents’ Alliance","Landesring der Unabhängigen/Alliance des Indépendants",43321,-5.385,NA,NA,NA,NA,"Switzerland",1979,1,"Independents’ Alliance","National Centre of Independents and Peasants - Conservatives","Landesring der Unabhängigen/Alliance des Indépendants","Union de la Nouvelle Majorite - Conservatives/Gaullists","Switzerland","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"National Action for People and Fatherland","Schweizer Demokraten/Démocrates suisses",43710,18.908,NA,NA,NA,NA,"Switzerland",1979,0,"National Centre of Independents and Peasants - Conservatives","National Action for People and Fatherland","Union de la Nouvelle Majorite - Conservatives/Gaullists","Schweizer Demokraten/Démocrates suisses","France","Switzerland"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Swiss People’s Party","Schweizerische Volkspartei/Union démocratique du centre",43810,3.595,NA,NA,NA,NA,"Switzerland",1979,1,"Swiss People’s Party","National Centre of Independents and Peasants - Conservatives","Schweizerische Volkspartei/Union démocratique du centre","Union de la Nouvelle Majorite - Conservatives/Gaullists","Switzerland","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Social Democratic Party of Switzerland","Sozialdemokratische Partei der Schweiz/Parti socialiste suisse",43320,-18.656,NA,NA,NA,NA,"Switzerland",1979,1,"Social Democratic Party of Switzerland","National Centre of Independents and Peasants - Conservatives","Sozialdemokratische Partei der Schweiz/Parti socialiste suisse","Union de la Nouvelle Majorite - Conservatives/Gaullists","Switzerland","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Conservative Party","Conservative Party",51620,24.4,NA,NA,NA,NA,"United Kingdom",1979,1,"Conservative Party","National Centre of Independents and Peasants - Conservatives","Conservative Party","Union de la Nouvelle Majorite - Conservatives/Gaullists","United Kingdom","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Labour Party","Labour Party",51320,-26.6,NA,NA,NA,NA,"United Kingdom",1979,1,"Labour Party","National Centre of Independents and Peasants - Conservatives","Labour Party","Union de la Nouvelle Majorite - Conservatives/Gaullists","United Kingdom","France"
"National Centre of Independents and Peasants - Conservatives","Union de la Nouvelle Majorite - Conservatives/Gaullists",31622,11.4,NA,NA,NA,NA,"France",1978,"Liberal Party","Liberal Party",51420,-18.9,NA,NA,NA,NA,"United Kingdom",1979,0,"National Centre of Independents and Peasants - Conservatives","Liberal Party","Union de la Nouvelle Majorite - Conservatives/Gaullists","Liberal Party","France","United Kingdom"
"Rally for the Republic - Gaullists","Union de la Nouvelle Majorite - Gaullists/Conservatives",31621,19.1,NA,NA,NA,NA,"France",1978,"Christian Democratic Union/Christian Social Union","Christlich-Demokratische Union/Christlich-Soziale Union",41521,14.525,NA,NA,NA,0.740349344978166,"Germany",1976,0,"Rally for the Republic - Gaullists","Christian Democratic Union/Christian Social Union","Union de la Nouvelle Majorite - Gaullists/Conservatives","Christlich-Demokratische Union/Christlich-Soziale Union","France","Germany"
"Rally for the Republic - Gaullists","Union de la Nouvelle Majorite - Gaullists/Conservatives",31621,19.1,NA,NA,NA,NA,"France",1978,"Free Democratic Party","Freie Demokratische Partei",41420,-5.532,NA,NA,NA,0.40498687664042,"Germany",1976,0,"Rally for the Republic - Gaullists","Free Democratic Party","Union de la Nouvelle Majorite - Gaullists/Conservatives","Freie Demokratische Partei","France","Germany"
"Rally for the Republic - Gaullists","Union de la Nouvelle Majorite - Gaullists/Conservatives",31621,19.1,NA,NA,NA,NA,"France",1978,"Social Democratic Party of Germany","Sozialdemokratische Partei Deutschlands",41320,-20.792,NA,NA,NA,0.235196506550218,"Germany",1976,1,"Social Democratic Party of Germany","Rally for the Republic - Gaullists","Sozialdemokratische Partei Deutschlands","Union de la Nouvelle Majorite - Gaullists/Conservatives","Germany","France"
"Rally for the Republic - Gaullists","Union de la Nouvelle Majorite - Gaullists/Conservatives",31621,19.1,NA,NA,NA,NA,"France",1978,"Union of the Democratic Centre","Enosi Dimokratikou Kentrou",34510,-16.333,NA,NA,NA,NA,"Greece",1977,1,"Union of the Democratic Centre","Rally for the Republic - Gaullists","Enosi Dimokratikou Kentrou","Union de la Nouvelle Majorite - Gaullists/Conservatives","Greece","France"
"Rally for the Republic - Gaullists","Union de la Nouvelle Majorite - Gaullists/Conservatives",31621,19.1,NA,NA,NA,NA,"France",1978,"National Alignment","Ethniki Parataxis",34610,12.281,NA,NA,NA,NA,"Greece",1977,1,"National Alignment","Rally for the Republic - Gaullists","Ethniki Parataxis","Union de la Nouvelle Majorite - Gaullists/Conservatives","Greece","France"
"Rally for the Republic - Gaullists","Union de la Nouvelle Majorite - Gaullists/Conservatives",31621,19.1,NA,NA,NA,NA,"France",1978,"Communist Party of Greece","Kommounistiko Komma Elladas",34210,-15.244,NA,NA,NA,NA,"Greece",1977,1,"Communist Party of Greece","Rally for the Republic - Gaullists","Kommounistiko Komma Elladas","Union de la Nouvelle Majorite - Gaullists/Conservatives","Greece","France"
"Rally for the Republic - Gaullists","Union de la Nouvelle Majorite - Gaullists/Conservatives",31621,19.1,NA,NA,NA,NA,"France",1978,"New Democracy","Nea Dimokratia",34511,32.298,NA,NA,NA,NA,"Greece",1977,1,"New Democracy","Rally for the Republic - Gaullists","Nea Dimokratia","Union de la Nouvelle Majorite - Gaullists/Conservatives","Greece","France"
"Rally for the Republic - Gaullists","Union de la Nouvelle Majorite - Gaullists/Conservatives",31621,19.1,NA,NA,NA,NA,"France",1978,"Panhellenic Socialist Movement","Panellinio Socialistiko Kinima",34313,-27.182,NA,NA,NA,NA,"Greece",1977,0,"Rally for the Republic - Gaullists","Panhellenic Socialist Movement","Union de la Nouvelle Majorite - Gaullists/Conservatives","Panellinio Socialistiko Kinima","France","Greece"
"Rally for the Republic - Gaullists","Union de la Nouvelle Majorite - Gaullists/Conservatives",31621,19.1,NA,NA,NA,NA,"France",1978,"People’s Alliance","Alþýðubandalagið",15220,9.05,NA,NA,NA,NA,"Iceland",1979,0,"Rally for the Republic - Gaullists","People’s Alliance","Union de la Nouvelle Majorite - Gaullists/Conservatives","Alþýðubandalagið","France","Iceland"
"Rally for the Republic - Gaullists","Union de la Nouvelle Majorite - Gaullists/Conservatives",31621,19.1,NA,NA,NA,NA,"France",1978,"Social Democratic Party","Alþýðuflokkurinn",15320,-6.2,NA,NA,NA,NA,"Iceland",1979,0,"Rally for the Republic - Gaullists","Social Democratic Party","Union de la Nouvelle Majorite - Gaullists/Conservatives","Alþýðuflokkurinn","France","Iceland"
"Rally for the Republic - Gaullists","Union de la Nouvelle Majorite - Gaullists/Conservatives",31621,19.1,NA,NA,NA,NA,"France",1978,"Progressive Party","Framsóknarflokkurinn",15810,8.45,NA,NA,NA,NA,"Iceland",1979,0,"Rally for the Republic - Gaullists","Progressive Party","Union de la Nouvelle Majorite - Gaullists/Conservatives","Framsóknarflokkurinn","France","Iceland"
"Rally for the Republic - Gaullists","Union de la Nouvelle Majorite - Gaullists/Conservatives",31621,19.1,NA,NA,NA,NA,"France",1978,"Independence Party","Sjálfstæðisflokkurinn",15620,-5.6,NA,NA,NA,NA,"Iceland",1979,1,"Independence Party","Rally for the Republic - Gaullists","Sjálfstæðisflokkurinn","Union de la Nouvelle Majorite - Gaullists/Conservatives","Iceland","France"
"Rally for the Republic - Gaullists","Union de la Nouvelle Majorite - Gaullists/Conservatives",31621,19.1,NA,NA,NA,NA,"France",1978,"Soldiers of Destiny","Fianna Fáil",53620,-4.2,NA,NA,NA,NA,"Ireland",1977,0,"Rally for the Republic - Gaullists","Soldiers of Destiny","Union de la Nouvelle Majorite - Gaullists/Conservatives","Fianna Fáil","France","Ireland"
